Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
想象一朵未来的玫瑰：佩索阿诗选,9787521700381.0,59.8,（葡）佩索阿著,中信出版社,2019.4,,282,I552.25,1,0,1,39.95,Literature
想象的共同体 : 民族主义的起源与散布,9787208138490.0,58.0,"(美)本尼迪克特·安德森 (Anderson, Benedict 1936~) 著",上海人民出版社,2016,上海,"15,20,263页",D091.5,1,0,1,,Social Sciences
惶然录,9787532172092.0,68.0,佩索阿,上海文艺出版社,2019,上海,"10,405页",I552.65,1,1,2,56.33,Literature
意大利,9787503194757.0,128.0,澳大利亚LonlyPlanet公司编,中国地图出版社,2016.11   ,北京,1068页    ,K954.69,0,0,0,,Social Sciences
慕夏,9787805019772.0,128.0,(日)佐藤智子 (女) 著, 北京美术摄影出版社, 2017,北京,95页 : 图，照片 ,J205,0,0,0,,Arts
戏剧概论,9787220109010.0,49.8,"(日)河竹登志夫著;陈秋峰,杨国华译",四川人民出版社,2018.09   ,成都,303页     ,J80,1,0,1,240.01,Arts
成为人类学家,9787576005127.0,49.0,黄剑波主编　龚浩群主编　李伟华主编,华东师范大学出版社,2020,上海,359,Q98-53,1,0,1,,Science
成为波伏瓦 ,9787521723427.0,78.0,"(英)凯特·柯克帕特里克 (Kirkpatrick, Kate 1984~) 著", 中信出版集团股份有限公司, 2021,北京 ,427页 : 照片 ,K835.655.6,0,0,0,,Social Sciences
我与地坛:插图版,9787540478087.0,56.0,史铁生著,湖南文艺出版社,2016.12   ,长沙,294页     ,I267,2,0,2,88.99,Literature
我从未如此眷恋人间,9787552706673.0,49.8,史铁生,读者出版社,2022,兰州,252页,I266,1,0,1,252.02,Literature
我们为什么爱音乐 ,9787573902740.0,58.0,(美)莱维廷著,浙江科学技术出版社,2023,杭州,374页 : 图,B849,2,1,3,117.03,General / Misc
我们仨,9787108051714.0,35.0,杨绛著,生活·读书·新知三联书店,2016.06   ,北京,179页     ,I267,1,0,1,3.93,Literature
我们生活在巨大的差距里,9787530223970.0,59.0,余华 著,北京十月文艺出版社 ,2024,北京 ,280页 ,I267.1,2,2,4,61.21,Literature
我们的乐队也可以成为你的生活,9787542675415.0,88.0,阿泽拉德著,上海三联书店,2022,上海,634页,J609.712,0,0,0,,Arts
我将宇宙随身携带,9787559651709.0,58.0,(葡)佩索阿著,北京联合出版公司,2021,北京,227页,I552.25,1,0,1,3.22,Literature
我弥留之际,9787020128075.0,42.0,（美）福克纳著,人民文学出版社,2021,北京,"11,221页",I712.45,1,0,1,38.02,Literature
我想和你谈谈精神病人的世界,9787543987135.0,59.8,(韩)理端 著,上海科学技术文献出版社,2023,上海,269页,R749,1,0,1,1.85,General / Misc
我是怎样设计赛车的,9787505755116.0,120.0,（英）纽维著,中国友谊出版公司,2022,北京,338页,K835.61,1,0,1,,Social Sciences
我是猫,9787532752645.0,38.0,(日)夏目漱石著,上海译文出版社,2011,上海,407页,I313.44,0,0,0,,Literature
"我是谁?如果有我,有几个我?",9787509775899.0,62.0,(德)理查德·大卫·普列斯特,社会科学文献出版社,2016.01   ,北京,400页     ,B,1,0,1,53.96,General / Misc
我的世界观,9787100143288.0,46.0,（美）爱因斯坦著,商务印书馆,2018,北京,247页,K837.126,1,0,1,12.77,Social Sciences
我的十堂大体解剖课 ,9787203107552.0,36.0,何翰蓁 著, 山西人民出版社, 2019,太原 ,230页 : 图 ,R322,1,0,1,3.99,General / Misc
我的天才女友,9787020120130.0,65.0,"(意)费兰特著,陈英译",人民文学出版社,2016      ,北京,323页     ,I546.45,1,0,1,,Literature
我的心迟到了：佩索阿情诗,9787533962418.0,98.0,"（葡）佩索阿 (Pessoa, Fernando Antonio Nogueira) (1888-1935)著",浙江文艺出版社,2020,杭州,210页,I552.25,2,0,2,23.6,Literature
我需要去看心理医生吗？,9787519283698.0,58.0,（英）波特利著,世界图书出版有限公司北京分公司,2022,北京,300页,R395.6,1,0,1,,General / Misc
战争中没有女性,9787521717808.0,69.0,"(白俄)S. A. 阿列克谢耶维奇 (Алекс?ев?ч, СвятланаАляксандра?на 1948~) 著",中信出版社,2021,北京,421页,I511.45,2,1,3,97.25,Literature
战国策.上册,9787101085686.0,38.0,"缪文远,著",中华书局,2012.6,北京,,K231.04,1,0,1,,Social Sciences
战神的后裔 ,9787570209392.0,26.0,郑文光 (1929~2003) 著, 长江文艺出版社, 2019,武汉 ,230页 : 图 ,I247.5,1,0,1,0.14,Literature
戴维营三天,9787500171980.0,89.0,（美）加滕著,中译出版社,2023,北京,"13,373页",F11,3,3,6,48.78,Social Sciences
房思琪的初恋乐园 ,9787559614636.0,45.0,林奕含 (1991~2017) 著, 北京联合出版公司, 2018,北京 ,256页 ,I247.5,1,0,1,5.94,Literature
房间里的大象 ,9787521727258.0,49.0,(以)泽鲁巴维尔著,中信出版社,2021,北京,183页,C912.6,1,0,1,3.23,General / Misc
才女之累：李清照及其接受史,9787532582112.0,78.0,"(美)艾朗诺 (Egan, Ronald C.) 著", 上海古籍出版社, 2017,上海 ,363页 ,I207.23,1,0,1,56.0,Literature
托福考试官方指南,9787519306281.0,168.0,美国教育考试中心,群言出版社,2021,北京,689页,H310.41,1,0,1,14.79,Language
技术哲学讲演录,9787300232317.0,38.0,吴国盛著,中国人民大学出版社,2016,北京,252页,N02,1,0,1,0.12,General / Misc
"技术的本质:技术是什么,他是如何进化的",9787213087912.0,79.9,"(美)阿瑟著;曹东溟,王健译",浙江人民出版社,2018.06   ,杭州,259页     ,N0,2,0,2,0.11,General / Misc
把自己作为方法 : 与项飙谈话,9787532176953.0,48.0,项飚 (1972~) 著,上海文艺出版社,2020,上海,308页,C958-53,1,0,1,27.92,General / Misc
抑郁、焦虑和药物的那些事,9787522901213.0,109.9,（加）斯莱特著,中国纺织出版社有限公司,2023,北京,277页,R964,2,0,2,3.06,General / Misc
抑郁躯体化的跨文化研究,9787576601220.0,45.0,周晓璐著,东南大学出版社,2022,南京,120页,R749.4,1,1,2,2.14,General / Misc
拉丁美洲史,9787507551341.0,98.0,韦伯斯特著,华文出版社,2019,北京,338页,K73,2,0,2,20.58,Social Sciences
拉斐尔：柔美与和谐,9787559631282.0,98.0,(法)西尔维·吉拉尔－拉戈斯 著, 北京联合出版公司, 2019,北京 ,111页 : 彩图 ,J205.546,1,0,1,8.26,Arts
拍电影时我在想的事 ,9787544294041.0,88.0,(日)是枝裕和 (1962~) 著, 南海出版公司, 2018,海口 ,354页 : 图，照片 ,I313.65,1,1,2,,Literature
拒绝平庸：25个引领市场的营销法则,9787505755987.0,128.0,（德）谢勒著,中国友谊出版公司 ,2023,北京,372,F713.50,1,0,1,121.74,Social Sciences
拜占庭的新生,9787520118156.0,79.0,(美）诺里奇著,社会科学文献出版社,2020,北京,"27,498页",K134,2,0,2,7.98,Social Sciences
拼贴城市 Collage city,9787560898292.0,128.0,罗,同济大学出版社,2021,上海,367 ,TU-021,1,0,1,74.1,Science
拿起就放不下的经济学,9787502854911.0,68.0,张江生著,地震出版社,2023,北京,303页,F0-49,1,0,1,4.98,Social Sciences
挪威的森林,9787532765546.0,56.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,398页     ,I313.45,1,0,1,27.84,Literature
推拿,9787020164257.0,59.0,毕飞宇著,人民文学出版社,2008 2022印,北京,290页,I247.5,1,0,1,,Literature
推销员之死,9787532783038.0,52.0,"(美)阿瑟·米勒 (Miller, Arthur 1915~2005) 著",上海译文出版社,2020,上海,223页,I712.35,1,0,1,28.1,Literature
摆渡人,9787550013247.0,36.0,(英)麦克福尔著;付强译,百花洲文艺出版社,2015.06   ,南昌,274页     ,I561.45,0,0,0,,Literature
摆脱内心的白熊,9787300314990.0,89.0,（美）阿布拉莫维茨著,中国人民大学出版社,2023,北京,"14,335页",R749.99,1,1,2,3.94,General / Misc
摩根财团,9787549620616.0,198.0,（美）彻诺著,文汇出版社,2017,上海,"30,837页",F837.12,1,1,2,61.68,Social Sciences
改变历史的香料商人,9787557024833.0,72.0,（英）米尔顿著,广东旅游出版社,2021,广州,342页,I561.45,1,0,1,68.22,Literature
改变心理学的4项研究 ,9787115527073.0,88.0,"(美)霍克 (Hock, Roger R.) 著", 人民邮电出版社, 2020,北京 ,"22,374页 : 图，照片 ",B84,2,0,2,5.03,General / Misc
改变心理学的4项研究:第7版,9787115472342.0,48.0,(美)霍克著　白学军译,人民邮电出版社,2018,北京,424,B84,1,0,1,121.13,General / Misc
政治哲学与幸福根基,9787544732819.0,39.0,(英)罚勒著;李里峰译,译林出版社,2013.05   ,南京,139页     ,D0,2,2,4,29.89,Social Sciences
政治学 ,9787100131889.0,62.0,(古希腊)亚里士多德 (Aristoteles 前384~前322) 著, 商务印书馆, 2017,北京 ,"16,526页 ",D0,1,0,1,22.0,Social Sciences
政治情感,9787300311555.0,118.0,（美）努斯鲍姆著,中国人民大学出版社,2022,北京,"18,618页",D0-02,1,0,1,36.03,Social Sciences
政治的历史与边界 ,9787544729826.0,39.0,"(英)肯尼思·米诺格 (Minogue, Kenneth) 著", 译林出版社, 2013,南京 ,"125,113页 ",D0,1,1,2,59.1,Social Sciences
政治经济学的特征与逻辑方法,9787100121040.0,28.0,(英)凯尔恩斯著,商务印书馆,2016,北京,182页,F0,1,0,1,0.74,Social Sciences
政治经济学的范围与方法,9787100129787.0,30.0,"（英）凯恩斯 (Keynes, John Neville)著",商务印书馆,2017,北京,244页,F0,1,0,1,0.8,Social Sciences
故事新编,9787201089560.0,25.0,鲁迅著,天津人民出版社,2015      ,天津,288页     ,I210.6,1,1,2,47.91,Literature
效率崇拜 ,9787305232848.0,59.0,"(加)贾尼丝·格罗斯·斯坦 (Stein, Janice Gross 1943-) 著", 南京大学出版社, 2020,南京 ,362页 ,F069.9,2,0,2,35.22,Social Sciences
教堂尖塔,9787532788125.0,68.0,（英）戈尔丁著,上海译文出版社有限公司,2021,上海,199页,I561.45,1,0,1,39.02,Literature
教父,9787559424020.0,89.9,(美)普佐著;姚向辉译,江苏凤凰文艺出版社,2018.08   ,南京,514页     ,I712.45,1,0,1,27.99,Literature
教育研究方法:专题与案例,9787561755211.0,40.0,刘良华著,华东师范大学出版社,2007.07   ,上海,334页     ,G40-034,1,0,1,0.78,General / Misc
数学 ,9787544745239.0,39.0,"(英)蒂莫西·高尔斯 (Gowers, Timothy) 著", 译林出版社, 2014,南京 ,"139,140页 : 图 ",O1-0,2,0,2,0.78,Science
数学史,9787520007306.0,99.0,(美)卡约里著,中国大地出版社,2022,北京,541页,O11,1,0,1,44.01,Science
数学史话 ,9787543978140.0,88.0,王渝生 (1943.8~) 编著, 上海科学技术文献出版社, 2019,上海 ,320页 : 图 ,O112-49,1,0,1,44.01,Science
数学哲学 ,9787535295330.0,58.0,张景中 (1936~) 著, 湖北科学技术出版社, 2017,武汉 ,229页 ,O1-0,1,0,1,107.84,Science
数学建模,9787111479529.0,99.0,(美)吉奥丹诺著;叶其孝译,机械工业出版社,2014.10   ,北京,484页     ,O141.4,1,0,1,,Science
数学建模实用教程,9787302587590.0,56.0,付丽华著,清华大学出版社,2022,北京,254页,O141.4,1,0,1,108.11,Science
数学建模教学案例精选,9787040589177.0,41.1,韩中庚著,高等教育出版社,2022,北京,308页,O141.4,1,1,2,46.0,Science
数学思想与文化 ,9787030449696.0,45.0,张若军 (数学) 编著, 科学出版社, 2015,北京 ,238页 : 照片，图 ,O1-0,1,0,1,0.81,Science
数学猜想与发现,9787030326393.0,48.0,徐品方著,科学出版社,2012,北京,236页,O1-49,1,0,1,0.94,Science
数学珍宝集,9787519295998.0,59.0,（美）安德烈埃斯库著,世界图书出版有限公司北京分公司,2022,北京,253页,O1-44,1,0,1,,Science
数学的语言 : 化无形为可见,9787559828804.0,56.0,"(美)齐斯·德福林 (Devlin, Keith J. 1947~) 著",广西师范大学出版社,2020,桂林,370页 : 图,O1-49,1,0,1,13.98,Science
数学简史,9787508679464.0,58.0,蔡天新著,中信出版社,2017.10(20,北京,322页     ,O11-49,2,0,2,7.46,Science
数理化通俗演义 上,9787559610942.0,34.0,梁衡 (1946~) 著, 北京联合出版公司, 2018,北京 ,"2册(10,228",I247.4,2,0,2,107.11,Literature
数理化通俗演义 下,9787559610942.0,34.0,梁衡 (1946~) 著, 北京联合出版公司, 2018,北京 ,"2册(10,228",I247.4,2,0,2,107.11,Literature
文城,9787530221099.0,59.0,余华著,北京十月文艺出版社,2021,北京,348页,I247.5,0,0,0,,Literature
文学批评入门,9787576004441.0,54.0,汤拥华 (1976~) 著,华东师范大学出版社,2020,上海,300页,I06,2,0,2,136.63,Literature
文学批评导引 (第二版）,9787040401615.0,33.5,王先霈 (1939.7~) 主编, 高等教育出版社, 2014,北京 ,344页 ,I06,1,0,1,51.63,Literature
文学术语词典,9787301249987.0,138.0,(美)艾布拉姆斯著;吴松江译,北京大学出版社,2014.10   ,北京,865页     ,I-61,1,0,1,61.78,Literature
文学理论 ,9787213077272.0,60.0,"(美)韦勒克 (Wellek, Rene 1903~1995) 著", 浙江人民出版社, 2017,杭州 ,"23,343页 ",I0,1,0,1,0.63,Literature
文学理论入门,9787544729666.0,39.0,(美)卡勒著;李平译,译林出版社,2013.01   ,南京,143页     ,I0,4,0,4,58.08,Literature
文学的读法,9787555026006.0,68.0,"(英)特里·伊格尔顿(Eagleton, Terry) 著",海峡文艺出版社,2021,福州,272页,I06,1,0,1,51.63,Literature
文学解读基础,9787533471941.0,70.0,孙绍振,福建教育出版社,2018.03   ,福州,464页     ,I04,0,0,0,,Literature
文学阅读指南,9787564917876.0,32.0,(英)特里·伊格尔顿著;范浩译,河南大学出版社,2015.05   ,开封,253页     ,I106.62,1,0,1,35.96,Literature
文明与气候,9787100183352.0,65.0,（美）亨廷顿著,商务印书馆,2020,北京,279页,K901.6,1,0,1,,Social Sciences
文明的崩塌:公元前1177年的地中海世界,9787508691183.0,58.0,(美)克莱因著;贾磊译,中信出版社,2018.11   ,北京,317页     ,K12,0,0,0,,Social Sciences
料理图鉴,9787535676238.0,70.0,(日)越智登代子著　(日)平野惠理子绘　杨晓婷译,湖南美术出版社,2018,长沙,383,TS972.11,1,0,1,96.11,Science
斯宾诺莎与表现问题,9787100168984.0,39.0,（法）德勒兹著,商务印书馆,2019,北京,382页,B563.1,2,0,2,33.05,General / Misc
斯普特尼克恋人,9787532765515.0,56.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,282页     ,I313.45,1,0,1,112.38,Literature
斯泰尔斯庄园奇案,9787513341813.0,42.0,(英)克里斯蒂著,新星出版社,2020,北京,201页,I561.45,0,0,0,,Literature
新哲人,9787521743920.0,59.0,澳大利亚新哲人编辑部著,中信出版集团股份有限公司,2022,北京,132页,B1,1,0,1,0.62,General / Misc
新艺术的自然与曲线,9787552029864.0,178.0,心安工作室著,上海社会科学院出版社,2020,上海,427页,J509.1,1,0,1,,Arts
新迁移,9787500172048.0,98.0,康纳,中译出版社,2023,北京,360页,C924.1,1,0,1,,General / Misc
新音乐的哲学,9787100198981.0,68.0,（德）阿多诺著,商务印书馆,2022,北京,270页,J60-02,1,0,1,104.33,Arts
无人生还,9787513338288.0,42.0,（英）克里斯蒂著,新星出版社,2020,北京,237页,I561.45,2,0,2,41.07,Literature
无依之地,9787559433022.0,39.0,（美）布鲁德著,江苏凤凰文艺出版社,2019,南京,326页,D771.28,3,0,3,84.0,Social Sciences
无名之町 ,9787544297905.0,59.0,(日)东野圭吾 (1958-) 著, 南海出版公司, 2021,海口 ,349页 ,I313.45,1,0,1,,Literature
无影犯人,9787533966645.0,56.0,(日)坂口安吾著,浙江文艺出版社,2022,杭州,336页,I313.45,0,0,0,,Literature
无用的神学,9787559850850.0,88.0,夏可君著,广西师范大学出版社,2022,桂林,608页,B1-03,1,0,1,0.02,General / Misc
无知,9787532766390.0,68.0,昆德拉著,上海译文出版社,2014.07   ,上海,202页     ,I565.45,1,0,1,12.77,Literature
无神话，不艺术！,9787547743270.0,198.0,（英）戴尔著,北京日报出版社,2022,北京,352页,J051,1,0,1,8.26,Arts
既爱又恨 : 走近边缘型人格障碍,9787300272696.0,75.0,"(美)杰罗德·J.克雷斯曼 (Kreisman, Jerold) 著",中国人民大学出版社,2020,北京,"21,274页",R749.91,0,0,0,,General / Misc
日军“慰安妇”研究,9787512636217.0,68.0,苏智良著,团结出版社,2015 2021重印,北京,376页,K313.46,3,2,5,56.98,Social Sciences
日本之镜,9787542662019.0,69.0,（荷）布鲁玛,上海三联书店,2018,上海,297页,G131.3,1,0,1,,General / Misc
日本近代思想史,9787513938990.0,58.0,鹿野政直著,民主与建设出版社有限责任公司,2022,北京,316页,B313.4,1,1,2,59.1,General / Misc
早稻田大学日本史.第八卷，安土桃山时代,9787507553192.0,90.0,（日）渡边世祐著,华文出版社,2020,北京,327页,K313.2,1,0,1,32.2,Social Sciences
时代的精神状况,9787532761371.0,48.0,"德 雅斯贝尔斯 Jaspers, Karl 1883-1969)(著)",上海译文出版社,2013,上海,249 ,B516.53,4,0,4,20.53,General / Misc
时尚中的数学 ,9787030567475.0,49.0,(美)西蒙斯 (数学) 著, 科学出版社, 2018,北京 ,62页 : 彩图，彩照 ,O1-49,1,0,1,,Science
时间简史,9787535794567.0,39.0,"(英)霍金著;许明贤,吴忠超译",湖南科学技术出版社,2018.01   ,长沙,190页     ,P19-49,2,1,3,32.38,General / Misc
星空故事：88站夜空漫游指南,9787559630148.0,326.0,"(英)苏珊娜·希斯洛普 (Hislop, Susanna) 著", 北京联合出版公司, 2019,北京 ,197页 : 彩图 ,P151-49,1,1,2,25.97,General / Misc
春之祭,9787520130356.0,86.0,9加）埃克斯坦斯著,社会科学文献出版社,2018,北京,507页,K143,1,0,1,103.97,Social Sciences
昨日的世界,9787532777150.0,49.0,(奥)茨威格著;徐友敬等译,上海译文出版社,2018.06   ,上海,444页     ,K835.215.6,1,0,1,51.11,Social Sciences
是我把你蠢哭了吗 ,9787533487379.0,42.0,(英)博内特著,福建教育出版社,2020,福州,302页,R338.2-49,1,0,1,,General / Misc
晓寺,9787559646859.0,56.0,(日)三岛由纪夫著,北京联合出版公司,2021,北京,394页,I313.45,1,0,1,127.0,Literature
普林斯顿微积分读本,9787115435590.0,99.0,"(美)班纳 (Banner, Adrian ) 著",人民邮电出版社,2016,北京,648页,O172,3,1,4,38.23,Science
普林斯顿概率论读本 ,9787115543776.0,139.0,"(美)史蒂文·J.米勒 (Miller, Steven J.) 著", 人民邮电出版社, 2020,北京 ,"17,645页 : 图，照片 ",O211,0,0,0,,Science
普通化学原理,9787301225578.0,68.0,华彤文,北京大学出版社 ,2013,北京 ,492页 ,O6,4,2,6,36.12,Science
普通物理学·上册,9787040200591.0,34.0,"程守洙,江之永主编;胡盘新,汤毓骏,钟季康修",高等教育出版社,2006.12   ,北京,452页     ,O4,0,0,0,,Science
普通语言学教程,9787100020862.0,50.0,（瑞士）索绪尔著,商务印书馆,1980 2018重印,北京,347页,H0,1,0,1,12.97,Language
智能革命,9787508673219.0,68.0,李彦宏著,中信出版社,2017.04   ,北京,324页     ,TP18,1,0,1,21.99,Science
曹禺戏剧选 ,9787530221020.0,69.8,曹禺 (1910~1996) 著, 北京十月文艺出版社, 2021,北京 ,598页 ,I234,1,0,1,31.22,Literature
最伟大的骑士,9787513929172.0,92.0,（英）阿斯布里奇著,民主与建设出版社有限责任公司,2020,北京,423页,K835.617,1,0,1,2.79,Social Sciences
最后的讲义,9787556709434.0,42.0,西原理惠子著,海峡书局,2022,福州,118页,B821-49,1,0,1,0.0,General / Misc
月亮和六便士,9787551134606.0,45.0,（英）毛姆著,花山文艺出版社,2017,石家庄,254页,I561.45,3,0,3,13.35,Literature
有限与无限的游戏: 有限与无限的游戏,9787121364259.0,68.0,"(美)詹姆斯·卡斯 (Carse, James P.) 著", 电子工业出版社, 2019,北京 ,191页 ,B-49,1,0,1,69.84,General / Misc
望春风,9787544762588.0,48.0,格非著,译林出版社,2016.07   ,南京,393页     ,I247.5,1,0,1,30.12,Literature
本书书名无法描述本书内容昂:精装珍藏版,9787559614315.0,49.8,(美)卡普兰著;袁婧译,北京联合出版公司,2018.02   ,北京,240页     ,B-49,1,0,1,15.9,General / Misc
本巴,9787544787932.0,59.0,刘亮程著,译林出版社,2022,南京,319页,I247.5,1,0,1,1.92,Literature
机器学习 ,9787302423287.0,88.0,周志华 (1973.11~) 著, 清华大学出版社, 2016,北京 ,"14,425页 ",TP181,0,0,0,,Science
机器学习实战 : 基于Scikit-Learn、Keras和TensorFlow,9787111665977.0,149.0,"(法)奥雷利安·吉翁 (Géron, Aurélien) 著",机械工业出版社,2020,北京,676页 : 图,TP181,2,0,2,89.9,Science
机器学习：原理、算法与应用,9787302532347.0,88.0,雷明 (计算机技术) 著, 清华大学出版社, 2019,北京 ,"16,398页 : 图，照片 ",TP181,1,0,1,17.95,Science
杀死一只知更鸟,9787544766500.0,58.0,(美)李著,译林出版社,2017(2019.1重印),南京,,I712.45,3,1,4,94.58,Literature
杀死一只知更鸟:纪念版,9787544722766.0,32.0,(美)李著;高红梅译,译林出版社,2015.09   ,南京,346页     ,I712.45,1,0,1,0.0,Literature
